User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1002934,P00148442,F,36-45,20,B,3,0,2,16,,9549
1002934,P00079642,F,36-45,20,B,3,0,8,,,7928
1002935,P00145442,M,26-35,0,B,2,1,8,15,,8120
1002935,P00046742,M,26-35,0,B,2,1,1,2,15,15332
1002935,P00173042,M,26-35,0,B,2,1,13,15,16,758
1002935,P00037042,M,26-35,0,B,2,1,1,15,,15686
1002935,P00317842,M,26-35,0,B,2,1,8,,,9789
1002935,P00355142,M,26-35,0,B,2,1,1,15,,15915
1002935,P00117942,M,26-35,0,B,2,1,5,15,,8905
1002935,P00114942,M,26-35,0,B,2,1,1,15,16,19146
1002935,P00225842,M,26-35,0,B,2,1,2,4,15,3613
1002937,P00231942,F,18-25,4,A,4+,0,11,,,3140
1002937,P00003642,F,18-25,4,A,4+,0,8,,,6026
1002937,P00153642,F,18-25,4,A,4+,0,8,,,8021
1002938,P00183242,F,26-35,0,B,1,0,5,15,,7067
1002938,P00129342,F,26-35,0,B,1,0,1,5,15,15236
1002939,P00087342,F,26-35,15,B,1,0,5,14,16,5156
1002939,P00210042,F,26-35,15,B,1,0,8,14,,8027
1002939,P00052842,F,26-35,15,B,1,0,10,15,,23625
1002939,P00184242,F,26-35,15,B,1,0,9,15,,18837
1002939,P00120242,F,26-35,15,B,1,0,8,,,9832
1002939,P00084342,F,26-35,15,B,1,0,13,16,,555
1002939,P00270942,F,26-35,15,B,1,0,1,2,15,12035
1002939,P00255942,F,26-35,15,B,1,0,1,16,,15176
1002941,P00112142,M,36-45,12,B,1,1,1,2,14,19264
1002941,P00057642,M,36-45,12,B,1,1,1,15,16,15400
1002941,P00129842,M,36-45,12,B,1,1,6,8,15,16195
1002941,P00277442,M,36-45,12,B,1,1,1,6,15,12057
1002941,P00073842,M,36-45,12,B,1,1,1,15,17,11631
1002941,P00192842,M,36-45,12,B,1,1,5,14,,7146
1002941,P00279342,M,36-45,12,B,1,1,5,14,,3479
1002941,P00273542,M,36-45,12,B,1,1,8,14,,4019
1002941,P00343042,M,36-45,12,B,1,1,5,18,,7011
1002941,P00344142,M,36-45,12,B,1,1,18,,,3054
1002941,P00111542,M,36-45,12,B,1,1,2,17,,16227
1002941,P00117842,M,36-45,12,B,1,1,5,13,16,6923
1002941,P00035842,M,36-45,12,B,1,1,5,6,9,7027
1002941,P00182642,M,36-45,12,B,1,1,2,4,9,6353
1002942,P00291942,F,51-55,1,C,1,1,8,17,,9750
1002942,P00348942,F,51-55,1,C,1,1,8,13,,7960
1002942,P00110542,F,51-55,1,C,1,1,8,,,9871
1002942,P00005042,F,51-55,1,C,1,1,6,16,,16458
1002942,P00118942,F,51-55,1,C,1,1,8,,,8083
1002942,P00113542,F,51-55,1,C,1,1,8,17,,9935
1002943,P00106042,M,36-45,12,C,1,0,5,,,8636
1002943,P00111242,M,36-45,12,C,1,0,1,18,,19123
1002943,P00246142,M,36-45,12,C,1,0,1,15,17,15902
1002943,P00288942,M,36-45,12,C,1,0,1,2,5,15572
1002943,P00339342,M,36-45,12,C,1,0,1,,,15338
1002943,P00002942,M,36-45,12,C,1,0,2,15,,16500
1002943,P00193742,M,36-45,12,C,1,0,8,15,,9780
1002943,P00145442,M,36-45,12,C,1,0,8,15,,7969
1002945,P0099342,F,36-45,17,C,4+,1,5,8,,5302
1002946,P00177842,M,36-45,16,A,0,1,8,,,8033
1002946,P00112142,M,36-45,16,A,0,1,1,2,14,15697
1002946,P00083242,M,36-45,16,A,0,1,11,16,,4569
1002946,P00051442,M,36-45,16,A,0,1,8,17,,9854
1002946,P00115942,M,36-45,16,A,0,1,8,17,,5955
1002946,P00034742,M,36-45,16,A,0,1,5,14,17,7115
1002946,P00109542,M,36-45,16,A,0,1,8,14,17,6094
1002946,P00266542,M,36-45,16,A,0,1,2,16,,9737
1002946,P00002242,M,36-45,16,A,0,1,6,8,16,12415
1002946,P00329742,M,36-45,16,A,0,1,6,16,,12631
1002946,P00074442,M,36-45,16,A,0,1,1,16,,11838
1002946,P00007842,M,36-45,16,A,0,1,8,16,,3952
1002946,P00009342,M,36-45,16,A,0,1,1,16,,7849
1002946,P00181742,M,36-45,16,A,0,1,11,16,,1492
1002946,P00129842,M,36-45,16,A,0,1,6,8,15,12730
1002946,P00025442,M,36-45,16,A,0,1,1,2,9,15162
1002946,P00110942,M,36-45,16,A,0,1,1,2,,15659
1002946,P00352742,M,36-45,16,A,0,1,1,,,11691
1002946,P00192542,M,36-45,16,A,0,1,1,2,9,7776
1002946,P00198742,M,36-45,16,A,0,1,1,2,11,12054
1002947,P00052542,F,26-35,0,A,1,1,8,,,9796
1002947,P00033642,F,26-35,0,A,1,1,5,8,,6865
1002947,P00309942,F,26-35,0,A,1,1,5,,,5366
1002947,P00212742,F,26-35,0,A,1,1,5,,,3443
1002948,P00053842,M,18-25,14,B,1,0,4,5,12,3446
1002949,P00249142,M,26-35,17,B,2,0,5,,,8717
1002950,P00184942,M,18-25,0,C,4+,0,1,8,17,19331
1002951,P00113642,F,36-45,14,B,0,1,8,,,9747
1002951,P00211142,F,36-45,14,B,0,1,5,,,7058
1002951,P00113142,F,36-45,14,B,0,1,1,5,12,19543
1002952,P00087242,M,26-35,4,B,1,0,14,,,14714
1002952,P00057542,M,26-35,4,B,1,0,3,4,5,5300
1002952,P00250242,M,26-35,4,B,1,0,5,,,3690
1002952,P00072242,M,26-35,4,B,1,0,7,,,20331
1002952,P00141542,M,26-35,4,B,1,0,5,,,8579
1002952,P00114942,M,26-35,4,B,1,0,1,15,16,15363
1002952,P00173342,M,26-35,4,B,1,0,1,6,14,18967
1002952,P00212742,M,26-35,4,B,1,0,5,,,8829
1002952,P00304442,M,26-35,4,B,1,0,1,16,,15211
1002952,P00229642,M,26-35,4,B,1,0,8,11,16,9875
1002953,P00148742,M,26-35,20,C,1,1,8,17,,8091
1002953,P00240442,M,26-35,20,C,1,1,6,16,,8184
1002953,P00238442,M,26-35,20,C,1,1,6,,,15958
1002953,P00248742,M,26-35,20,C,1,1,5,,,7041
1002954,P00286642,M,18-25,2,C,2,0,11,14,,6042
1002955,P00127842,M,36-45,14,C,3,0,1,2,15,11382
1002955,P00073842,M,36-45,14,C,3,0,1,15,17,8002
1002955,P00352142,M,36-45,14,C,3,0,1,6,16,3920
1002955,P00216342,M,36-45,14,C,3,0,3,4,5,10568
1002955,P00317842,M,36-45,14,C,3,0,8,,,9851
1002956,P00073842,M,26-35,12,B,1,0,1,15,17,15528
1002957,P00299542,M,18-25,4,A,1,0,8,,,5846
1002958,P00250842,M,26-35,7,C,0,0,8,,,9937
1002958,P00238542,M,26-35,7,C,0,0,5,14,,3521
1002959,P00173842,M,36-45,17,B,0,0,1,2,15,15576
1002960,P00028842,M,18-25,4,A,0,0,6,8,,20389
1002960,P00220442,M,18-25,4,A,0,0,5,14,,8874
1002961,P00211142,M,51-55,17,C,4+,1,5,,,8671
1002961,P00362842,M,51-55,17,C,4+,1,5,18,,8834
1002962,P00334242,M,36-45,3,A,2,0,1,8,,11828
1002962,P00310042,M,36-45,3,A,2,0,5,8,,3514
1002962,P00301542,M,36-45,3,A,2,0,16,,,8600
1002962,P00320442,M,36-45,3,A,2,0,6,10,,20077
1002962,P00113242,M,36-45,3,A,2,0,1,6,8,19321
1002962,P00052842,M,36-45,3,A,2,0,10,15,,14190
1002962,P00272842,M,36-45,3,A,2,0,5,14,,5442
1002962,P00089842,M,36-45,3,A,2,0,5,13,,3432
1002962,P00139942,M,36-45,3,A,2,0,5,,,5443
1002962,P00124542,M,36-45,3,A,2,0,11,,,4625
1002962,P00343742,M,36-45,3,A,2,0,8,,,3977
1002962,P00005742,M,36-45,3,A,2,0,8,14,,5990
1002962,P00085342,M,36-45,3,A,2,0,10,13,,19187
1002962,P00115742,M,36-45,3,A,2,0,6,10,16,20170
1002962,P00003242,M,36-45,3,A,2,0,8,15,,7786
1002962,P00140742,M,36-45,3,A,2,0,1,15,,15674
1002962,P00346042,M,36-45,3,A,2,0,6,8,15,8313
1002962,P00219042,M,36-45,3,A,2,0,5,,,1785
1002962,P00352142,M,36-45,3,A,2,0,1,6,16,11548
1002962,P00015842,M,36-45,3,A,2,0,1,14,16,11575
1002962,P00078142,M,36-45,3,A,2,0,8,16,,4070
1002962,P00002242,M,36-45,3,A,2,0,6,8,16,12584
1002962,P00041342,M,36-45,3,A,2,0,11,15,16,2990
1002962,P00018042,M,36-45,3,A,2,0,15,16,,9114
1002963,P00181842,F,18-25,4,A,3,1,11,,,6088
1002963,P00178242,F,18-25,4,A,3,1,8,,,8115
1002963,P00003242,F,18-25,4,A,3,1,8,15,,4096
1002966,P00178942,F,26-35,4,A,2,0,5,8,,8722
1002966,P00057942,F,26-35,4,A,2,0,1,2,6,18998
1002966,P00034042,F,26-35,4,A,2,0,1,2,16,19588
1002966,P00278642,F,26-35,4,A,2,0,5,,,8605
1002966,P00042842,F,26-35,4,A,2,0,5,,,6990
1002966,P00000142,F,26-35,4,A,2,0,3,4,5,13345
1002966,P00234842,F,26-35,4,A,2,0,5,6,16,8813
1002966,P00036342,F,26-35,4,A,2,0,5,8,,6859
1002966,P00284642,F,26-35,4,A,2,0,5,8,,6997
1002966,P00195342,F,26-35,4,A,2,0,2,5,,12732
1002967,P00252342,M,26-35,0,A,1,0,10,,,14281
1002967,P00332242,M,26-35,0,A,1,0,1,16,,8046
1002967,P00176642,M,26-35,0,A,1,0,6,8,,19909
1002967,P00084442,M,26-35,0,A,1,0,13,16,,577
1002967,P00117342,M,26-35,0,A,1,0,1,8,13,11738
1002967,P00001642,M,26-35,0,A,1,0,8,16,,8021
1002967,P00171042,M,26-35,0,A,1,0,16,,,16513
1002967,P00255942,M,26-35,0,A,1,0,1,16,,7779
1002967,P00274442,M,26-35,0,A,1,0,1,18,,19054
1002967,P00285642,M,26-35,0,A,1,0,2,5,15,13311
1002967,P0096542,M,26-35,0,A,1,0,3,4,12,10734
1002967,P00191942,M,26-35,0,A,1,0,2,3,4,13217
1002967,P00134342,M,26-35,0,A,1,0,5,,,5175
1002967,P00289342,M,26-35,0,A,1,0,5,8,14,5206
1002967,P00150542,M,26-35,0,A,1,0,5,,,3459
1002967,P00219242,M,26-35,0,A,1,0,4,5,,2798
1002967,P00156142,M,26-35,0,A,1,0,5,8,,3439
1002967,P00303842,M,26-35,0,A,1,0,5,8,14,3733
1002967,P00085042,M,26-35,0,A,1,0,5,6,,7067
1002967,P00005142,M,26-35,0,A,1,0,5,,,3726
1002967,P00265342,M,26-35,0,A,1,0,7,,,21065
1002967,P00111842,M,26-35,0,A,1,0,8,,,10037
1002967,P00116042,M,26-35,0,A,1,0,8,,,10042
1002967,P00114142,M,26-35,0,A,1,0,8,,,8086
1002967,P00073642,M,26-35,0,A,1,0,8,,,3944
1002967,P00323642,M,26-35,0,A,1,0,8,,,8017
1002968,P00076042,F,18-25,0,A,2,0,8,,,9898
1002968,P00150542,F,18-25,0,A,2,0,5,,,5242
1002968,P00102642,F,18-25,0,A,2,0,4,8,9,2862
1002968,P00028442,F,18-25,0,A,2,0,1,8,16,15510
1002968,P00227842,F,18-25,0,A,2,0,2,5,,10015
1002969,P00237542,M,26-35,7,C,4+,1,1,15,16,19532
1002969,P00345642,M,26-35,7,C,4+,1,1,15,16,15874
1002969,P00200842,M,26-35,7,C,4+,1,8,,,8107
1002969,P00048742,M,26-35,7,C,4+,1,5,,,6920
1002970,P00351142,M,18-25,4,A,1,0,1,8,17,15207
1002970,P00070042,M,18-25,4,A,1,0,1,2,16,15299
1002971,P00296342,M,26-35,4,A,4+,0,8,,,4064
1002972,P00145942,M,26-35,4,A,3,1,6,8,13,20400
1002972,P00017142,M,26-35,4,A,3,1,5,,,6915
1002972,P00230942,M,26-35,4,A,3,1,5,14,,8805
1002972,P00296242,M,26-35,4,A,3,1,8,,,5956
1002972,P00035942,M,26-35,4,A,3,1,1,5,18,11635
1002973,P00216342,F,18-25,4,B,1,0,3,4,5,10711
1002974,P00170442,M,18-25,4,A,0,0,5,,,5395
1002974,P00356742,M,18-25,4,A,0,0,5,,,6870
1002974,P00265242,M,18-25,4,A,0,0,5,8,,8600
1002974,P00025442,M,18-25,4,A,0,0,1,2,9,19589
1002974,P00110542,M,18-25,4,A,0,0,8,,,9798
1002974,P00028842,M,18-25,4,A,0,0,6,8,,20438
1002975,P0094842,M,36-45,11,C,1,1,4,8,,2811
1002975,P00071442,M,36-45,11,C,1,1,15,17,,21220
1002975,P00357642,M,36-45,11,C,1,1,5,,,7012
1002975,P00323642,M,36-45,11,C,1,1,8,,,8114
1002975,P00202742,M,36-45,11,C,1,1,5,13,14,6919
1002975,P00319342,M,36-45,11,C,1,1,5,8,,6999
1002977,P00150342,F,18-25,4,A,1,0,8,14,,7770
1002977,P00217742,F,18-25,4,A,1,0,5,14,,5311
1002978,P00368442,M,36-45,20,C,1,0,11,,,4655
1002978,P00102342,M,36-45,20,C,1,0,8,14,17,6120
1002978,P00245842,M,36-45,20,C,1,0,5,7,,7165
1002978,P00121342,M,36-45,20,C,1,0,1,5,18,11623
1002978,P00115642,M,36-45,20,C,1,0,8,14,,6145
1002978,P00119242,M,36-45,20,C,1,0,18,,,3082
1002978,P00103242,M,36-45,20,C,1,0,8,,,5827
1002978,P00331542,M,36-45,20,C,1,0,5,8,,5413
1002980,P00031042,M,46-50,7,C,4+,1,8,,,8086
1002980,P00276242,M,46-50,7,C,4+,1,8,17,,8021
1002980,P00115542,M,46-50,7,C,4+,1,8,,,8001
1002980,P00296542,M,46-50,7,C,4+,1,8,,,8125
1002980,P00200342,M,46-50,7,C,4+,1,16,,,16773
1002981,P00025442,M,46-50,6,C,4+,1,1,2,9,19005
1002981,P00174442,M,46-50,6,C,4+,1,5,,,8594
1002982,P00124742,M,26-35,4,C,0,0,10,16,,23879
1002983,P00074442,M,18-25,4,C,1,0,1,16,,19096
1002983,P00157642,M,18-25,4,C,1,0,1,14,16,19499
1002983,P00102942,M,18-25,4,C,1,0,1,14,,15798
1002983,P00037142,M,18-25,4,C,1,0,1,2,5,19261
1002983,P00216142,M,18-25,4,C,1,0,1,16,,19419
1002983,P00103042,M,18-25,4,C,1,0,1,14,,11949
1002983,P00049142,M,18-25,4,C,1,0,1,15,,19186
1002984,P00117442,M,26-35,4,A,2,1,5,14,,5327
1002985,P00196342,M,18-25,4,A,2,1,2,9,14,13083
1002985,P00220242,M,18-25,4,A,2,1,3,12,,8001
1002985,P00073842,M,18-25,4,A,2,1,1,15,17,15372
1002985,P00016342,M,18-25,4,A,2,1,1,2,8,15486
1002985,P00201342,M,18-25,4,A,2,1,1,2,9,15303
1002986,P00207342,M,26-35,4,A,2,1,5,8,14,3555
1002986,P00010742,M,26-35,4,A,2,1,1,8,17,15271
1002986,P00137042,M,26-35,4,A,2,1,8,16,,6052
1002986,P00075442,M,26-35,4,A,2,1,5,11,,5265
1002986,P00044042,M,26-35,4,A,2,1,5,,,5250
1002986,P00275142,M,26-35,4,A,2,1,5,8,,5281
1002986,P00154742,M,26-35,4,A,2,1,8,14,16,7874
1002986,P00049642,M,26-35,4,A,2,1,8,14,,8105
1002986,P00153142,M,26-35,4,A,2,1,1,8,,15216
1002986,P00010942,M,26-35,4,A,2,1,1,2,6,11477
1002986,P00184542,M,26-35,4,A,2,1,8,13,,4020
1002986,P00259342,M,26-35,4,A,2,1,5,9,,8635
1002986,P00287242,M,26-35,4,A,2,1,5,,,7025
1002986,P00080342,M,26-35,4,A,2,1,1,6,8,15750
1002986,P00111742,M,26-35,4,A,2,1,15,,,16987
1002986,P00110942,M,26-35,4,A,2,1,1,2,,15222
1002986,P00178142,M,26-35,4,A,2,1,8,17,,7997
1002986,P00346542,M,26-35,4,A,2,1,10,13,16,19252
1002986,P00195342,M,26-35,4,A,2,1,2,5,,6931
1002986,P00075842,M,26-35,4,A,2,1,14,,,11345
1002986,P00047742,M,26-35,4,A,2,1,16,,,12150
1002986,P00142942,M,26-35,4,A,2,1,1,2,16,11591
1002986,P00049342,M,26-35,4,A,2,1,8,,,8015
1002986,P00268842,M,26-35,4,A,2,1,8,14,,3885
1002986,P00225042,M,26-35,4,A,2,1,8,,,7955
1002987,P00031042,M,18-25,4,B,4+,0,8,,,9910
1002987,P00234842,M,18-25,4,B,4+,0,5,6,16,8584
1002988,P00216342,F,18-25,6,A,1,0,3,4,5,11038
1002988,P00274942,F,18-25,6,A,1,0,8,,,10014
1002988,P00278442,F,18-25,6,A,1,0,11,,,1610
1002988,P00242142,F,18-25,6,A,1,0,5,9,,5427
1002989,P00105942,M,36-45,12,A,1,1,5,,,5345
1002989,P00285642,M,36-45,12,A,1,1,2,5,15,10089
1002990,P00348642,M,36-45,12,B,1,1,5,11,,7164
1002990,P00323042,M,36-45,12,B,1,1,5,,,8642
1002990,P00120842,M,36-45,12,B,1,1,8,17,,9702
1002990,P00285442,M,36-45,12,B,1,1,8,,,9972
1002990,P00102342,M,36-45,12,B,1,1,8,14,17,7882
1002990,P00341342,M,36-45,12,B,1,1,1,8,17,15795
1002990,P00045842,M,36-45,12,B,1,1,5,14,,5195
1002990,P00207342,M,36-45,12,B,1,1,5,8,14,5144
1002990,P00223242,M,36-45,12,B,1,1,5,14,,5398
1002991,P00085542,M,51-55,1,A,1,1,5,14,,7012
1002992,P00222342,M,18-25,4,C,0,0,8,14,,4011
1002993,P00274942,M,18-25,19,C,1,1,8,,,9739
1002994,P00364842,M,36-45,5,A,1,1,5,16,,5358
1002994,P00251242,M,36-45,5,A,1,1,5,11,,6958
1002994,P00282242,M,36-45,5,A,1,1,5,8,17,6914
1002994,P00321742,M,36-45,5,A,1,1,5,8,17,5239
1002994,P00267742,M,36-45,5,A,1,1,5,,,7160
1002994,P00192042,M,36-45,5,A,1,1,5,9,14,6935
1002994,P00227142,M,36-45,5,A,1,1,5,,,5315
1002994,P00335242,M,36-45,5,A,1,1,5,8,,5476
1002994,P00184942,M,36-45,5,A,1,1,1,8,17,15556
1002994,P00144642,M,36-45,5,A,1,1,1,15,16,11535
1002994,P00034442,M,36-45,5,A,1,1,1,14,16,15745
1002994,P00348842,M,36-45,5,A,1,1,1,6,,15539
1002994,P00147742,M,36-45,5,A,1,1,1,16,,11876
1002994,P00289842,M,36-45,5,A,1,1,1,16,,7648
1002994,P00194642,M,36-45,5,A,1,1,1,6,13,7605
1002994,P00221042,M,36-45,5,A,1,1,1,17,,12012
1002994,P00346942,M,36-45,5,A,1,1,1,5,,15624
1002994,P00128442,M,36-45,5,A,1,1,1,8,,8083
1002995,P00102642,M,26-35,15,A,4+,0,4,8,9,3522
1002995,P00003242,M,26-35,15,A,4+,0,8,15,,7791
1002995,P00173842,M,26-35,15,A,4+,0,1,2,15,15570
1002995,P00019142,M,26-35,15,A,4+,0,11,15,,4530
1002995,P00297442,M,26-35,15,A,4+,0,2,15,,6417
1002995,P00140742,M,26-35,15,A,4+,0,1,15,,15316
1002995,P00313942,M,26-35,15,A,4+,0,17,,,10601
1002995,P00057742,M,26-35,15,A,4+,0,2,8,18,16420
1002995,P00144042,M,26-35,15,A,4+,0,2,3,4,13264
1002995,P00201342,M,26-35,15,A,4+,0,1,2,9,15501
1002995,P00251942,M,26-35,15,A,4+,0,1,2,5,15428
1002995,P00127942,M,26-35,15,A,4+,0,1,2,5,11952
1002995,P00078542,M,26-35,15,A,4+,0,1,2,16,15222
1002995,P00016542,M,26-35,15,A,4+,0,1,6,16,19590
1002995,P00041042,M,26-35,15,A,4+,0,1,16,,15453
1002995,P00195942,M,26-35,15,A,4+,0,3,4,,13513
1002995,P00190142,M,26-35,15,A,4+,0,3,4,5,10890
1002995,P0094642,M,26-35,15,A,4+,0,4,5,,2077
1002995,P00113042,M,26-35,15,A,4+,0,11,16,,7396
1002996,P00036342,M,18-25,0,B,1,0,5,8,,5274
1002996,P00182142,M,18-25,0,B,1,0,1,5,6,15547
1002996,P00020342,M,18-25,0,B,1,0,1,2,,11585
1002996,P00014042,M,18-25,0,B,1,0,1,,,11445
1002996,P00220442,M,18-25,0,B,1,0,5,14,,5478
1002996,P00163242,M,18-25,0,B,1,0,1,8,14,19375
1002996,P00345642,M,18-25,0,B,1,0,1,15,16,12083
1002996,P00146042,M,18-25,0,B,1,0,1,13,15,12041
1002996,P00298942,M,18-25,0,B,1,0,1,5,,15522
1002996,P00127742,M,18-25,0,B,1,0,1,2,15,11601
1002996,P00186642,M,18-25,0,B,1,0,2,4,15,10138
1002996,P00057542,M,18-25,0,B,1,0,3,4,5,10560
1002996,P00185342,M,18-25,0,B,1,0,3,4,,10653
1002996,P00271142,M,18-25,0,B,1,0,5,,,5419
1002996,P00161942,M,18-25,0,B,1,0,5,8,,7181
1002996,P00270842,M,18-25,0,B,1,0,5,,,3493
1002996,P00192042,M,18-25,0,B,1,0,5,9,14,5252
1002996,P00356742,M,18-25,0,B,1,0,5,,,5402
1002996,P00057242,M,18-25,0,B,1,0,5,,,2028
1002996,P00302042,M,18-25,0,B,1,0,5,,,7028
1002996,P00355142,M,18-25,0,B,1,0,1,15,,15333
1002996,P00351142,M,18-25,0,B,1,0,1,8,17,15849
1002997,P00120242,F,36-45,16,C,2,0,8,,,9914
1002998,P00040242,F,26-35,1,C,0,1,5,16,,3765
1002999,P00102642,M,26-35,7,C,2,0,4,8,9,3508
1002999,P00100442,M,26-35,7,C,2,0,2,4,5,16298
1002999,P0095542,M,26-35,7,C,2,0,2,4,9,9537
1002999,P00187242,M,26-35,7,C,2,0,4,5,,800
1003000,P00117942,M,26-35,4,A,1,0,5,15,,3482
1003001,P00010742,M,18-25,4,B,1,0,1,8,17,19328
1003001,P00117242,M,18-25,4,B,1,0,8,17,,6039
1003001,P00153742,M,18-25,4,B,1,0,8,,,10065
1003001,P00154042,M,18-25,4,B,1,0,1,2,15,15671
1003001,P00321742,M,18-25,4,B,1,0,5,8,17,7167
1003001,P00004742,M,18-25,4,B,1,0,6,16,,19945
1003001,P00025142,M,18-25,4,B,1,0,13,16,,394
1003001,P00140042,M,18-25,4,B,1,0,1,16,,7709
1003001,P00002242,M,18-25,4,B,1,0,6,8,16,16171
1003001,P00143342,M,18-25,4,B,1,0,1,14,16,4382
1003001,P00341942,M,18-25,4,B,1,0,11,15,16,6168
1003002,P00294842,M,46-50,11,B,0,0,8,,,9797
1003002,P00197042,M,46-50,11,B,0,0,5,,,8632
1003003,P00211142,M,18-25,15,B,3,0,5,,,3595
1003003,P00242742,M,18-25,15,B,3,0,1,2,9,15408
1003004,P00011442,F,18-25,4,A,1,0,5,14,,5240
1003004,P00202742,F,18-25,4,A,1,0,5,13,14,5187
1003004,P00199442,F,18-25,4,A,1,0,5,9,,5155
1003004,P00128942,F,18-25,4,A,1,0,1,11,,8051
1003004,P00326742,F,18-25,4,A,1,0,11,,,4544
1003004,P00158842,F,18-25,4,A,1,0,8,14,,5989
1003004,P00184642,F,18-25,4,A,1,0,8,14,,7802
1003004,P00075542,F,18-25,4,A,1,0,8,13,,2035
1003004,P00057642,F,18-25,4,A,1,0,1,15,16,19327
1003005,P00112542,M,26-35,17,A,1,0,1,11,15,19292
1003005,P00265242,M,26-35,17,A,1,0,5,8,,8881
1003005,P00278642,M,26-35,17,A,1,0,5,,,5428
1003005,P00117942,M,26-35,17,A,1,0,5,15,,8633
1003005,P00173042,M,26-35,17,A,1,0,13,15,16,380
1003006,P00251542,M,18-25,4,B,4+,1,11,16,,2970
1003007,P00127642,M,36-45,0,C,1,1,1,2,15,15379
1003007,P00180742,M,36-45,0,C,1,1,11,,,1620
1003007,P00295942,M,36-45,0,C,1,1,2,5,15,9738
1003007,P00074642,M,36-45,0,C,1,1,5,9,14,3654
1003007,P00249742,M,36-45,0,C,1,1,1,15,18,4387
1003007,P00130742,M,36-45,0,C,1,1,1,14,17,15861
1003007,P00124242,M,36-45,0,C,1,1,11,14,,1533
1003007,P00260142,M,36-45,0,C,1,1,5,14,,5265
1003007,P00191942,M,36-45,0,C,1,1,2,3,4,12929
1003008,P00046742,M,18-25,4,B,1,1,1,2,15,19361
1003010,P00367342,M,26-35,12,A,0,0,11,,,4528
1003010,P00363742,M,26-35,12,A,0,0,5,,,7056
1003010,P00108842,M,26-35,12,A,0,0,5,15,,6868
1003010,P00111042,M,26-35,12,A,0,0,15,,,17016
1003010,P00112142,M,26-35,12,A,0,0,1,2,14,11818
1003010,P00129842,M,26-35,12,A,0,0,6,8,15,16710
1003010,P00032042,M,26-35,12,A,0,0,1,2,15,7692
1003010,P00192542,M,26-35,12,A,0,0,1,2,9,15319
1003010,P00032942,M,26-35,12,A,0,0,15,16,,12493
1003011,P00117942,M,26-35,1,B,1,0,5,15,,6987
1003011,P00355142,M,26-35,1,B,1,0,1,15,,15209
1003012,P00315642,M,26-35,12,C,1,1,8,13,,1956
1003012,P00263442,M,26-35,12,C,1,1,16,,,4414
1003012,P00127542,M,26-35,12,C,1,1,1,2,15,3908
1003012,P0095542,M,26-35,12,C,1,1,2,4,9,6793
1003012,P00071442,M,26-35,12,C,1,1,15,17,,16817
1003012,P00194042,M,26-35,12,C,1,1,8,11,,6144
1003012,P00036242,M,26-35,12,C,1,1,5,8,,1971
1003012,P00191342,M,26-35,12,C,1,1,2,4,9,3654
1003012,P00264542,M,26-35,12,C,1,1,2,15,16,6972
1003012,P00051842,M,26-35,12,C,1,1,4,8,,775
1003012,P00213042,M,26-35,12,C,1,1,1,2,15,15575
1003012,P00244042,M,26-35,12,C,1,1,1,2,15,11744
1003013,P00022942,M,46-50,17,B,2,1,5,8,,7019
1003013,P00121642,M,46-50,17,B,2,1,5,14,,7035
1003013,P00224442,M,46-50,17,B,2,1,5,,,5282
1003013,P00000742,M,46-50,17,B,2,1,5,14,,6954
1003013,P00191842,M,46-50,17,B,2,1,4,5,,2126
1003013,P00184042,M,46-50,17,B,2,1,1,8,,19149
1003013,P00035542,M,46-50,17,B,2,1,3,4,12,10841
1003013,P00212242,M,46-50,17,B,2,1,8,,,8143
1003013,P00117242,M,46-50,17,B,2,1,8,17,,5891
1003013,P00146242,M,46-50,17,B,2,1,4,5,,727
1003013,P00258742,M,46-50,17,B,2,1,5,,,7032
1003013,P00304642,M,46-50,17,B,2,1,2,14,15,9546
1003013,P00212942,M,46-50,17,B,2,1,5,,,7093
1003013,P00195542,M,46-50,17,B,2,1,2,12,,13225
1003014,P00178242,M,36-45,7,B,4+,1,8,,,6159
1003014,P00031042,M,36-45,7,B,4+,1,8,,,7772
1003014,P00042742,M,36-45,7,B,4+,1,5,14,,7002
1003014,P00329242,M,36-45,7,B,4+,1,5,14,,6927
1003014,P00367542,M,36-45,7,B,4+,1,5,,,1853
1003014,P00298542,M,36-45,7,B,4+,1,16,,,16830
1003014,P00125742,M,36-45,7,B,4+,1,8,,,8142
1003014,P00048742,M,36-45,7,B,4+,1,5,,,5334
1003015,P00293342,M,55+,6,C,0,1,8,,,9993
1003017,P00148642,F,36-45,9,B,1,0,6,10,13,12455
1003017,P00161942,F,36-45,9,B,1,0,5,8,,5182
1003017,P00347142,F,36-45,9,B,1,0,5,,,5440
1003017,P00057442,F,36-45,9,B,1,0,5,14,16,6972
1003017,P00304042,F,36-45,9,B,1,0,5,,,7012
1003017,P00149642,F,36-45,9,B,1,0,5,14,,5273
1003017,P00289342,F,36-45,9,B,1,0,5,8,14,5325
1003017,P00117242,F,36-45,9,B,1,0,8,17,,4182
1003017,P00192042,F,36-45,9,B,1,0,5,9,14,7159
1003017,P00227742,F,36-45,9,B,1,0,5,14,,6872
1003017,P00196642,F,36-45,9,B,1,0,8,14,,5956
1003017,P00085942,F,36-45,9,B,1,0,2,4,8,13205
1003017,P00319042,F,36-45,9,B,1,0,5,,,7043
