Brand,ModelYear,EngineSize,Horsepower,Mileage,FuelType,Transmission,Seats,OwnerCount,Price
Audi,2018,1715,261.0,9.8,,Manual,7,0,66127.63565246966
BMW,2005,829,112.0,17.4,Petrol,Manual,6,1,51062.85166935537
Maruti,2024,3722,250.0,,Diesel,Automatic,6,3,76898.98834304855
Maruti,2012,2864,223.0,14.1,Petrol,Automatic,7,0,71504.31315887775
Audi,2019,3067,192.0,23.1,Petrol,Manual,4,0,58086.34953420136
Toyota,2012,2491,126.0,20.7,CNG,Automatic,4,3,46333.37721477008
Toyota,2002,3844,365.0,16.1,CNG,Manual,4,3,80442.41703307035
Hyundai,2006,2462,99.0,20.6,CNG,Automatic,4,0,45580.87026362687
Toyota,2002,3706,131.0,14.9,Petrol,Manual,6,0,63167.984390937156
Audi,2002,3073,363.0,16.0,Diesel,Manual,6,3,76388.94467200272
Audi,2020,3060,302.0,25.2,CNG,Manual,6,1,90552.2735852373
Hyundai,2021,3522,222.0,19.4,Diesel,Manual,5,3,75497.45712255433
BMW,2007,1795,371.0,16.8,CNG,Automatic,7,2,79913.1466884331
Audi,2017,1094,221.0,16.8,,Manual,6,0,50345.16992304565
Hyundai,2011,3865,243.0,17.9,CNG,Automatic,4,3,91051.1989145602
Kia,2008,2901,390.0,19.8,Diesel,Automatic,7,3,87288.74578698826
Honda,2009,1993,75.0,21.8,Petrol,Manual,7,3,52806.72599414461
Ford,2017,1355,137.0,20.3,Diesel,Manual,7,3,52018.20046411256
Toyota,2003,3113,250.0,12.5,Diesel,Manual,5,0,77307.81776122082
Toyota,2006,954,288.0,12.0,Diesel,Automatic,5,2,79915.99053150805
Maruti,2012,1944,,19.3,Petrol,Automatic,7,1,45478.72867005778
Ford,2020,1954,218.0,23.3,Petrol,Manual,5,0,72843.53364440455
Hyundai,2020,2609,384.0,18.3,CNG,Automatic,6,3,83829.9368838992
Toyota,2021,2502,194.0,19.6,Petrol,Automatic,5,3,57598.54729347964
Ford,2011,2698,161.0,17.4,Diesel,Manual,4,0,71725.79304638952
Kia,2009,3157,,17.8,,Automatic,6,2,81538.87137211021
Honda,2005,1564,194.0,15.5,Diesel,Automatic,6,0,57369.26261099262
Honda,2019,2762,282.0,17.9,Petrol,Manual,7,2,78539.17468877428
Kia,2009,1355,355.0,23.0,Petrol,Automatic,6,0,84833.88984736677
BMW,2010,1968,191.0,16.0,Diesel,Automatic,5,2,72322.97546308234
Ford,2004,827,184.0,19.2,Petrol,Manual,6,0,46821.425324530246
Maruti,2008,1233,74.0,12.3,Petrol,Automatic,4,0,50367.195607560716
Audi,2009,962,181.0,19.0,CNG,Manual,7,1,59358.275062382316
Audi,2024,3744,124.0,14.4,Diesel,Automatic,6,0,61497.643527357635
BMW,2016,1006,156.0,24.7,Petrol,Manual,7,2,50609.25229285499
Kia,2019,3328,232.0,19.7,Diesel,Automatic,7,0,65064.0741099564
BMW,2022,3135,318.0,12.1,Petrol,Automatic,7,3,81329.53581767858
BMW,2011,3761,330.0,19.6,CNG,Automatic,7,3,71948.36373065386
Hyundai,2009,1107,394.0,14.6,CNG,Manual,6,1,81406.81297689269
Hyundai,2014,1248,154.0,19.7,CNG,Automatic,4,2,39443.66897537596
Toyota,2020,3766,323.0,22.3,CNG,Manual,5,1,84595.43272947091
Maruti,2006,2220,179.0,20.2,Petrol,Manual,6,3,49252.86323530153
Audi,2022,1077,103.0,15.4,Petrol,Manual,7,1,40362.46681223207
Toyota,2012,3169,261.0,14.1,CNG,Automatic,5,3,72134.88001635802
Hyundai,2021,1871,290.0,18.6,CNG,Manual,7,0,71573.03534023665
BMW,2016,3884,289.0,20.0,CNG,Automatic,7,1,62226.08207549767
Audi,2022,2710,60.0,17.0,Diesel,Manual,6,3,52896.49317308918
Ford,2020,1094,339.0,17.6,Diesel,Manual,7,0,88569.0935157841
Hyundai,2019,2277,189.0,11.8,Diesel,Manual,4,1,72547.70521008632
BMW,2002,3741,185.0,17.7,CNG,Manual,4,0,51356.70416152946
Maruti,2005,1854,375.0,16.1,CNG,Automatic,4,3,98836.98981015211
Maruti,2010,3071,347.0,22.7,Diesel,Manual,4,1,85219.25794993146
BMW,2004,2894,311.0,21.8,Petrol,Manual,6,2,67605.78789729011
Honda,2018,2400,305.0,,Diesel,Manual,4,2,57983.840108920966
Maruti,2016,2854,286.0,13.5,Petrol,Automatic,6,3,84604.34066892741
Audi,2000,2270,381.0,19.2,Diesel,Automatic,4,3,92223.88079619521
Kia,2011,2486,249.0,18.9,Diesel,Manual,5,1,82724.90461408181
Honda,2021,1863,63.0,22.3,Petrol,Automatic,6,2,41094.00779154832
BMW,2020,1965,143.0,20.9,Diesel,Manual,7,1,51698.276092532265
BMW,2008,1514,53.0,23.2,Petrol,Automatic,7,1,34353.88394888895
Hyundai,2022,1968,386.0,11.4,Petrol,Automatic,7,0,85793.71074583486
Kia,2016,3113,327.0,18.0,Petrol,Manual,6,1,82440.99684304703
Maruti,2023,2465,265.0,13.6,Petrol,Automatic,5,3,78041.85791500738
Audi,2016,3497,154.0,22.3,Diesel,Manual,7,0,47727.66701671636
Kia,2022,3378,396.0,19.4,CNG,Automatic,7,1,83126.09330937502
BMW,2000,2018,354.0,18.8,Petrol,Automatic,4,0,83305.56958247471
Honda,2009,1629,390.0,16.0,CNG,Manual,4,2,77637.03597685642
BMW,2008,1103,189.0,22.1,CNG,Automatic,7,1,93589.8960257979
Maruti,2001,3368,94.0,15.6,Petrol,Automatic,5,1,67928.7251436683
Ford,2005,1828,327.0,17.1,Petrol,Manual,5,3,79216.16170758093
Kia,2021,3033,,23.2,CNG,Manual,5,2,103501.50010367873
Hyundai,2022,3009,92.0,17.5,CNG,Manual,5,0,53106.512297519395
Honda,2012,1254,334.0,18.1,Diesel,Automatic,6,0,70887.18571148459
Honda,2021,827,174.0,15.3,CNG,Manual,7,0,70099.88964038703
Audi,2020,995,381.0,17.2,CNG,Manual,4,2,95509.91065265649
Maruti,2005,2608,122.0,21.0,Petrol,Manual,6,3,64863.4180307188
Audi,2010,3578,,15.7,Diesel,Automatic,7,2,47915.61044991469
Maruti,2011,1907,269.0,21.0,Diesel,Automatic,7,1,84675.42557864124
Kia,2001,1790,116.0,22.7,Petrol,Automatic,4,3,69153.3058924185
Ford,2006,2426,308.0,17.8,Petrol,Automatic,6,0,83776.28186697044
Kia,2008,3396,249.0,12.1,Petrol,Manual,7,2,67981.98237342552
Toyota,2003,3356,192.0,23.8,Petrol,Manual,6,3,53106.736876937415
BMW,2013,3889,289.0,17.6,CNG,Automatic,7,1,72131.5355898586
Ford,2024,1754,55.0,16.0,Diesel,Automatic,4,1,80939.28273227882
Maruti,2017,3744,187.0,24.2,CNG,Automatic,7,2,65754.52224960894
Hyundai,2002,2033,142.0,19.7,Diesel,Manual,6,1,56270.500819106084
Kia,2006,903,363.0,14.2,,Automatic,6,3,71022.63166623277
Toyota,2006,1015,349.0,,Petrol,Manual,6,1,62345.155436525194
Ford,2001,2079,224.0,18.2,CNG,Manual,5,3,75108.3200612572
Ford,2015,1685,285.0,12.9,CNG,Manual,4,1,94196.80163705694
Kia,2006,1753,343.0,20.1,CNG,Automatic,6,1,61595.98509656686
Maruti,2017,2666,342.0,13.6,Diesel,Manual,7,3,95400.50879156234
Ford,2021,1379,86.0,19.0,Diesel,Manual,7,0,51896.093796929956
Audi,2019,2268,378.0,15.4,Diesel,Automatic,6,2,102189.39283007813
Honda,2021,2337,125.0,17.5,,Automatic,4,2,65902.86608857263
Honda,2012,2135,331.0,18.7,Petrol,Automatic,6,3,84962.94224851995
Honda,2000,2704,354.0,21.7,,Manual,4,1,87097.41697197396
Toyota,2013,1839,161.0,25.7,Petrol,Manual,5,2,64402.79041589334
Kia,2002,1684,185.0,20.1,,Manual,6,0,69937.6350430837
Hyundai,2024,2623,131.0,17.2,Diesel,Automatic,6,2,58786.91616674058
BMW,2003,2478,274.0,20.4,Diesel,Automatic,5,0,69735.49573126683
Maruti,2016,1188,128.0,17.3,Petrol,Automatic,7,0,64861.233068085385
BMW,2011,857,190.0,11.1,CNG,Manual,6,3,76618.8130533123
Toyota,2007,2431,397.0,8.3,CNG,Manual,4,3,98492.07557260814
Audi,2014,1827,,13.8,Petrol,Manual,7,1,91793.54413688081
Honda,2020,1506,159.0,14.1,Diesel,Automatic,6,1,70877.1142997175
Toyota,2012,2620,259.0,11.1,CNG,Automatic,4,3,83762.75477693594
Hyundai,2001,1059,272.0,20.3,CNG,Automatic,7,3,64304.56443124549
Audi,2009,3536,399.0,20.3,Petrol,Manual,7,2,85657.80139215983
Hyundai,2016,1972,146.0,18.8,Petrol,Manual,5,3,65267.50013180083
Audi,2011,3504,397.0,15.3,Petrol,Manual,7,0,71974.0133720917
Toyota,2008,1691,83.0,14.0,Diesel,Automatic,4,0,59065.467616124355
Hyundai,2013,3901,192.0,21.0,Petrol,Automatic,4,0,65656.18053346526
Maruti,2001,800,206.0,21.9,Diesel,Manual,4,0,58725.74544641171
BMW,2003,831,132.0,13.7,CNG,Manual,4,3,59696.3073323517
Kia,2018,3748,103.0,10.0,Diesel,Automatic,4,1,58794.16380707032
Hyundai,2012,2763,70.0,19.0,Diesel,Manual,4,0,59292.782537047926
Maruti,2022,1187,86.0,22.8,Diesel,Automatic,6,3,42971.07662504396
Toyota,2007,2697,96.0,18.4,Petrol,Automatic,7,1,44421.3720762566
Hyundai,2008,3301,301.0,15.3,Diesel,Manual,5,2,85735.55343004767
Audi,2023,3943,299.0,20.1,Petrol,Manual,7,2,92770.18369593733
BMW,2009,2301,177.0,16.0,CNG,Manual,5,1,48696.67440152916
Ford,2024,3974,219.0,18.7,CNG,Manual,6,3,50300.31289427221
Audi,2021,2218,63.0,13.3,,Automatic,5,0,74011.27555101222
Hyundai,2014,925,109.0,19.5,Diesel,Automatic,6,3,47205.900551921106
BMW,2013,1767,324.0,15.9,CNG,Manual,4,3,82225.80956509181
Toyota,2000,1450,177.0,12.9,CNG,Automatic,6,0,47912.85839815652
Ford,2015,2959,129.0,24.1,Petrol,Automatic,5,2,62187.8555825435
Maruti,2014,2646,152.0,21.3,Diesel,Manual,6,3,63842.35416612559
Toyota,2012,2298,65.0,19.2,Diesel,Manual,5,3,47206.10287025333
Hyundai,2020,3826,331.0,19.5,CNG,Manual,4,0,91183.23538879982
BMW,2015,3332,67.0,14.4,Petrol,Manual,5,1,73977.85403796332
Kia,2013,2195,376.0,19.9,CNG,Automatic,4,3,90978.927764836
Toyota,2008,809,121.0,15.6,CNG,Manual,6,3,74602.12826072786
Honda,2000,1458,280.0,19.3,CNG,Automatic,5,1,74192.5877312579
Hyundai,2005,2912,337.0,17.6,CNG,Automatic,5,1,74262.42644129111
Ford,2003,3365,379.0,13.0,Petrol,Manual,5,2,80114.88468755879
Toyota,2002,2735,79.0,20.9,CNG,Automatic,7,2,40231.641632804225
Ford,2012,1173,395.0,23.3,Petrol,Automatic,4,3,85535.61993649541
Kia,2019,2962,121.0,24.2,Diesel,Manual,5,0,52881.03660195023
Kia,2018,2994,315.0,,Diesel,Manual,7,1,70320.06798923398
Toyota,2004,2022,320.0,17.7,Petrol,Automatic,4,3,81578.95005877333
BMW,2021,1857,356.0,16.8,Petrol,Manual,4,0,87375.5067302436
Kia,2000,2441,238.0,18.6,Diesel,Automatic,7,2,56714.34726535888
Maruti,2018,998,341.0,,CNG,Automatic,6,1,68647.5404194392
Kia,2018,1154,394.0,28.1,Petrol,Automatic,6,2,91924.92463221143
Kia,2018,1754,332.0,16.0,Petrol,Manual,7,1,77019.47919421692
Honda,2011,2286,190.0,20.2,Diesel,Manual,4,2,65460.047542790606
BMW,2009,2742,369.0,19.9,CNG,Manual,6,1,86886.92093859005
Toyota,2024,2498,388.0,14.6,Diesel,Automatic,4,2,100449.83471589562
Toyota,2012,2139,75.0,27.0,CNG,Manual,4,0,57965.09934278914
Toyota,2020,2136,311.0,,CNG,Automatic,7,3,99901.18228349312
Maruti,2012,1131,108.0,17.7,CNG,Automatic,4,3,49277.62647137442
Hyundai,2002,3082,278.0,18.8,Petrol,Automatic,6,3,96470.39587927988
Maruti,2006,2565,177.0,10.8,,Automatic,7,3,48837.76900497405
Hyundai,2018,1624,247.0,18.9,Diesel,Automatic,6,2,76107.85759884967
Hyundai,2015,1885,160.0,18.5,Petrol,Manual,5,2,57066.807488487684
Kia,2015,2794,318.0,10.6,CNG,Manual,6,3,61078.93761530471
Toyota,2023,3358,139.0,16.6,Petrol,Automatic,4,0,71277.96166009142
Honda,2015,3402,227.0,26.2,Petrol,Automatic,6,1,48331.6296150389
Toyota,2023,1027,382.0,20.5,CNG,Automatic,6,0,90096.124946113
Ford,2019,3302,384.0,19.4,Diesel,Manual,5,0,64600.70085197413
Toyota,2008,2003,110.0,27.4,CNG,Automatic,4,1,49771.564248549555
Kia,2006,2341,363.0,17.4,CNG,Manual,5,0,65288.85820458219
Toyota,2012,2452,98.0,17.0,Diesel,Automatic,6,1,40784.36309577291
BMW,2003,3951,251.0,19.6,Petrol,Manual,4,3,58987.90392387987
Kia,2011,2661,63.0,18.1,CNG,Manual,7,1,48943.76078174249
Kia,2007,917,206.0,16.1,Petrol,Automatic,6,2,76195.10023134743
Audi,2012,3346,108.0,17.3,Diesel,Automatic,4,3,51561.1194868865
Maruti,2018,3396,212.0,15.6,Petrol,Manual,5,0,83389.32225657227
Kia,2021,1896,120.0,24.5,Diesel,Manual,5,0,56507.358681338126
Toyota,2018,3588,392.0,18.7,Petrol,Manual,4,0,91664.69971393776
Maruti,2021,1545,204.0,13.0,Diesel,Manual,7,1,61999.476459227495
Honda,2005,3793,294.0,22.0,CNG,Manual,4,3,71558.27036685194
Ford,2017,3724,87.0,18.1,Diesel,Manual,6,2,40275.67250678055
Toyota,2007,3620,271.0,14.2,Diesel,Automatic,5,1,78967.5619984243
Audi,2019,3479,186.0,19.4,Diesel,Manual,6,1,66999.81497657
Toyota,2007,3389,190.0,17.1,Petrol,Manual,7,3,64181.323544997795
Hyundai,2020,3497,270.0,13.1,CNG,Automatic,4,1,88826.36515773027
Kia,2015,3558,100.0,18.5,Diesel,Automatic,7,2,56701.084363399714
Hyundai,2003,1050,392.0,14.3,CNG,Automatic,5,0,95344.52340443895
BMW,2006,3787,153.0,17.9,Diesel,Manual,6,1,69480.09501583877
Ford,2006,3155,331.0,19.6,Diesel,Automatic,7,3,71970.88586210932
Audi,2021,2437,,17.6,Petrol,Automatic,6,2,76176.58457760813
Audi,2021,1638,328.0,14.4,Diesel,Manual,7,1,104426.10424005744
Ford,2007,3815,280.0,24.8,CNG,Manual,7,2,80211.58075354178
Hyundai,2017,1339,393.0,14.0,Diesel,Automatic,4,0,73165.36734985115
Toyota,2015,1758,147.0,24.2,CNG,Manual,5,3,60844.585089054664
Honda,2011,3177,190.0,13.6,Petrol,Automatic,4,1,81796.12101563797
Audi,2024,1507,121.0,20.6,CNG,Manual,4,1,35189.73552752965
Hyundai,2002,1150,336.0,19.3,Diesel,Automatic,4,0,95521.68081817232
Toyota,2006,2607,289.0,17.6,CNG,Automatic,6,0,68824.94838116976
Ford,2005,2136,72.0,15.8,CNG,Automatic,5,2,26749.975817465885
Audi,2006,1433,292.0,14.4,CNG,Manual,7,2,67450.76191265967
Audi,2015,3599,178.0,16.2,Diesel,Manual,5,2,72591.61086322328
Toyota,2004,3227,62.0,18.5,Diesel,Automatic,7,2,62582.49497652926
Hyundai,2023,1981,390.0,16.6,CNG,Manual,7,3,79424.22503090571
Toyota,2023,1730,218.0,17.9,Diesel,Manual,6,0,63967.695882971806
Kia,2011,3774,224.0,16.6,CNG,Manual,5,2,67954.0901740972
Kia,2002,3800,62.0,13.2,CNG,Manual,5,0,42118.25016819942
BMW,2019,1519,240.0,14.2,CNG,Manual,5,2,78454.99139059092
Ford,2021,2044,216.0,18.8,Diesel,Manual,7,1,75705.91978660063
Hyundai,2015,2728,128.0,17.8,Petrol,Automatic,5,3,78826.48365506818
Maruti,2013,1639,221.0,16.3,CNG,Automatic,4,1,64047.03549422762
Toyota,2018,1541,228.0,19.2,Diesel,Automatic,6,2,66887.61197430867
Maruti,2000,868,240.0,11.3,Diesel,Automatic,5,2,62068.33960830462
Honda,2010,3011,393.0,19.5,CNG,Manual,4,1,101291.21268079973
Honda,2008,3674,159.0,16.8,Petrol,Automatic,7,3,63298.808332406916
Audi,2024,1754,267.0,18.5,CNG,Manual,4,3,76980.74624657919
Maruti,2011,2537,136.0,18.5,Petrol,Automatic,6,3,76322.53146205627
Ford,2016,2826,330.0,19.7,Diesel,Manual,4,3,65474.091589931035
Kia,2008,2005,133.0,18.8,CNG,Automatic,5,2,71420.20708016733
Ford,2009,1846,160.0,14.9,Petrol,Automatic,4,1,36080.322204182135
Kia,2006,2248,119.0,20.9,CNG,Manual,4,0,30614.60980622071
Ford,2019,3763,264.0,13.2,CNG,Manual,6,3,76535.17769343691
Honda,2021,2522,360.0,27.8,CNG,Manual,6,0,74725.19305741179
Hyundai,2020,2115,157.0,16.6,Petrol,Manual,4,3,65930.09315561957
Kia,2018,3557,78.0,17.3,Diesel,Automatic,4,0,57807.61355917836
BMW,2002,2930,64.0,21.1,CNG,Automatic,4,3,46781.93226128468
Ford,2009,2346,130.0,22.6,Petrol,Manual,4,1,64332.80998797908
Ford,2012,2990,344.0,10.5,CNG,Automatic,6,3,89698.63033930457
Audi,2017,801,262.0,18.1,CNG,Automatic,6,0,80965.57658322107
Honda,2019,1315,229.0,18.7,Petrol,Automatic,4,0,79886.11263049656
Audi,2002,2140,256.0,19.0,Petrol,Automatic,4,1,78749.25884959195
BMW,2011,1783,386.0,16.8,,Manual,6,1,58760.40402485823
Honda,2019,2580,297.0,21.2,CNG,Manual,7,1,70340.36154798376
Audi,2018,1685,383.0,16.4,CNG,Manual,5,2,76957.93454069542
Toyota,2019,3571,313.0,16.9,CNG,Automatic,7,0,70758.34561854556
Ford,2003,3837,302.0,12.6,Petrol,Manual,7,2,90948.64833182962
Toyota,2005,3894,321.0,20.7,Diesel,Automatic,6,2,71834.68145334633
Ford,2014,1798,399.0,11.2,Petrol,Manual,4,2,424394.96640170284
Toyota,2005,3343,89.0,20.4,Diesel,Automatic,6,0,38313.57157060944
Honda,2017,2335,131.0,18.4,Diesel,Manual,5,1,53981.141366336524
Audi,2011,1687,343.0,18.8,Petrol,Manual,6,1,82455.8877498678
Hyundai,2011,3362,224.0,,Petrol,Manual,6,3,69046.12530000726
Kia,2014,3421,321.0,16.5,CNG,Automatic,7,3,85288.95818509696
BMW,2000,2069,120.0,11.7,Petrol,Automatic,7,3,54610.87668909623
Maruti,2024,2032,129.0,11.9,CNG,Automatic,5,0,57484.61227966507
Honda,2017,2250,71.0,26.3,Petrol,Manual,7,3,46128.94288154144
Kia,2010,3475,121.0,12.0,Petrol,Automatic,6,3,72566.20262053289
Maruti,2002,2125,242.0,20.6,CNG,Manual,4,2,72706.4554352464
Ford,2000,1760,,8.9,Diesel,Manual,5,1,78982.26050936806
Ford,2012,3300,278.0,14.2,Petrol,Automatic,7,2,84697.31347349903
Audi,2007,3730,,26.2,CNG,Manual,5,3,62082.35096078157
Ford,2003,2807,311.0,16.7,CNG,Automatic,7,0,72108.88070567086
Toyota,2011,1439,325.0,17.8,Petrol,Manual,5,3,66699.48977810223
Toyota,2004,3617,174.0,11.6,Diesel,Manual,4,2,65930.98285454354
Maruti,2007,1955,350.0,14.6,Petrol,Automatic,7,0,73863.35439706824
Audi,2002,3790,290.0,17.3,Diesel,Automatic,7,2,71160.42687166468
BMW,2016,3487,265.0,18.3,Diesel,Manual,6,0,79813.53187841238
BMW,2013,3364,388.0,11.7,Petrol,Automatic,4,2,98299.1099627839
Audi,2013,1603,229.0,13.7,Petrol,Manual,4,1,66243.88541402917
Honda,2014,1612,356.0,9.5,CNG,Manual,5,3,94099.08662777214
Toyota,2005,3644,80.0,8.8,Diesel,Automatic,4,2,54547.866795172624
BMW,2004,871,116.0,18.3,CNG,Manual,6,1,42486.21802511216
Kia,2002,3374,84.0,19.1,Diesel,Manual,5,3,55428.11248078394
Hyundai,2023,1840,271.0,23.5,CNG,Automatic,7,2,75766.28207574322
Honda,2010,2393,171.0,14.9,CNG,Automatic,5,0,53172.01686331741
Maruti,2023,1642,65.0,17.2,CNG,Manual,6,1,55179.67198997644
Hyundai,2009,1216,200.0,20.2,Diesel,Manual,7,1,63305.624044575015
BMW,2010,2333,391.0,12.8,CNG,Automatic,5,0,88262.15553270864
Honda,2020,1769,207.0,19.5,Petrol,Manual,5,3,63707.18417636602
Audi,2011,1874,203.0,14.8,CNG,Automatic,7,0,45243.873505325704
Audi,2001,2151,206.0,23.1,CNG,Automatic,5,3,48751.72023103117
Toyota,2017,3358,381.0,,Petrol,Automatic,7,3,99418.79686234647
Toyota,2013,1490,,19.7,Diesel,Automatic,6,1,64767.6645247173
BMW,2008,1422,174.0,23.9,Petrol,Manual,5,3,61334.75261535052
Maruti,2005,2462,191.0,24.2,Diesel,Manual,4,0,52882.54936644984
Maruti,2010,1891,160.0,18.9,CNG,Manual,4,1,44584.10523088199
Ford,2019,3639,317.0,17.1,Diesel,Automatic,6,0,84048.9482081682
BMW,2000,3054,140.0,17.2,CNG,Automatic,7,1,45672.903582842
Toyota,2013,3728,76.0,17.3,CNG,Manual,4,0,46530.13142887989
Maruti,2004,2983,309.0,20.9,CNG,Manual,5,2,79847.84772947562
Kia,2022,978,361.0,19.2,Diesel,Automatic,7,3,96905.28417323474
Maruti,2012,2488,237.0,14.2,Diesel,Automatic,4,0,64529.4591611886
BMW,2019,2645,262.0,22.2,Diesel,Manual,7,1,83553.93522858387
Honda,2008,2313,133.0,23.5,,Manual,6,2,52620.45633633764
Ford,2024,3330,56.0,18.2,CNG,Manual,7,2,40669.57365457053
Ford,2006,891,306.0,,CNG,Manual,5,2,81879.72456207132
Audi,2013,1634,310.0,13.9,CNG,Manual,7,3,91558.19241813634
BMW,2012,1240,199.0,14.2,Diesel,Automatic,7,3,55324.358701132216
Kia,2007,3716,195.0,17.4,Petrol,Manual,6,2,36710.082602607356
Toyota,2019,1009,256.0,,CNG,Automatic,6,1,98776.96058894986
Ford,2015,3550,122.0,20.9,Diesel,Automatic,6,0,51991.7847003064
Hyundai,2011,2108,117.0,12.5,CNG,Automatic,6,1,54373.58143348952
Honda,2011,1382,130.0,19.1,Petrol,Manual,4,0,57275.29097610476
Audi,2007,3398,326.0,22.0,CNG,Manual,4,1,96033.86055586056
Kia,2002,1741,237.0,17.9,Petrol,Automatic,7,2,82821.09924169721
Audi,2007,1334,227.0,17.8,Petrol,Manual,7,2,65036.04331234885
Hyundai,2022,3621,260.0,19.2,Petrol,Automatic,6,2,69365.10508981753
Maruti,2014,3941,236.0,14.4,Petrol,Manual,7,1,85544.61794108045
Audi,2003,909,324.0,20.6,Petrol,Manual,6,3,72564.52637180057
Ford,2007,1674,388.0,21.1,Petrol,Manual,4,0,85637.81642372454
Kia,2019,1425,204.0,18.9,Diesel,Manual,5,3,78960.60015688326
Hyundai,2021,3867,296.0,10.8,Diesel,Automatic,7,3,78158.53085066497
Kia,2017,892,393.0,19.7,CNG,Manual,4,3,102325.77906339309
BMW,2019,2397,196.0,19.0,CNG,Manual,7,2,57948.18839250374
Audi,2006,820,184.0,20.2,Petrol,Automatic,6,1,77627.11916241911
Hyundai,2024,3965,274.0,14.2,Petrol,Manual,7,0,86268.10824811994
Hyundai,2005,3013,,21.8,Petrol,Manual,4,3,83653.23684474215
Audi,2011,2355,138.0,,Petrol,Manual,6,0,70871.43260605859
Honda,2018,3773,121.0,20.0,CNG,Manual,6,3,56648.54510280474
Honda,2012,1038,265.0,18.3,Petrol,Automatic,4,0,75219.34063556945
Maruti,2000,3990,378.0,14.9,Petrol,Manual,4,3,92516.0446488779
Honda,2020,2828,295.0,8.2,CNG,Automatic,5,2,75367.91776226072
Ford,2015,1937,138.0,16.0,Diesel,Automatic,4,1,54556.06743676545
Audi,2009,1898,108.0,17.8,CNG,Automatic,5,0,66705.09837875767
Audi,2019,1849,134.0,12.8,,Automatic,7,1,62456.33710815085
Honda,2007,2791,272.0,16.8,Petrol,Automatic,6,1,87362.4663285806
Toyota,2017,2662,371.0,22.1,Diesel,Automatic,4,2,73841.51324904934
BMW,2000,3512,396.0,19.2,Diesel,Manual,7,2,75987.83865761504
Honda,2009,3663,398.0,22.0,CNG,Manual,5,0,94678.97490778737
Toyota,2022,3883,156.0,16.9,Petrol,Automatic,5,0,57794.5367717058
Ford,2016,1493,116.0,20.2,CNG,Manual,5,0,45048.774131155544
BMW,2001,3497,159.0,,Diesel,Automatic,4,1,62761.257553621785
Maruti,2009,2692,287.0,23.0,CNG,Automatic,4,2,73130.39718107227
Audi,2016,969,248.0,,CNG,Manual,4,0,70353.44917686988
Maruti,2004,3746,241.0,17.2,Diesel,Manual,7,2,57794.55644588375
Audi,2016,806,65.0,,Diesel,Automatic,5,2,59397.975729395956
Hyundai,2005,2138,198.0,,Diesel,Automatic,7,1,65899.65225618878
Hyundai,2021,2978,214.0,17.3,Diesel,Manual,6,1,63184.34120665105
Honda,2015,2932,102.0,27.1,CNG,Manual,6,2,60951.693504379575
Honda,2016,1284,168.0,16.2,CNG,Automatic,5,1,63325.58830441974
Ford,2011,2808,70.0,14.9,Diesel,Manual,6,1,29005.943012305543
Kia,2011,3420,118.0,12.3,,Manual,7,2,47777.21436048732
Ford,2009,1530,134.0,22.9,Petrol,Automatic,7,1,64211.4038122143
Hyundai,2009,2193,231.0,15.7,Diesel,Automatic,5,0,54062.30970988126
Hyundai,2012,1681,113.0,26.2,CNG,Manual,6,2,50585.26390203627
Toyota,2022,2447,243.0,11.2,CNG,Automatic,5,3,62055.068769301266
Honda,2007,1143,291.0,17.0,Diesel,Manual,7,2,80951.23240741537
Hyundai,2008,1082,89.0,14.7,Diesel,Manual,4,3,55005.50446103351
BMW,2015,2690,156.0,20.7,Petrol,Manual,5,0,65235.008677428574
Hyundai,2001,831,255.0,18.8,CNG,Manual,5,3,58925.83052358836
Honda,2015,2473,57.0,21.7,Petrol,Automatic,5,3,33823.73325319114
BMW,2014,1791,328.0,21.2,Diesel,Manual,5,3,101469.30557061754
Toyota,2007,830,98.0,17.3,Petrol,Automatic,7,0,46945.435204401045
Ford,2018,2038,315.0,26.0,Petrol,Automatic,7,1,90963.57182310268
Hyundai,2008,2117,387.0,22.2,Diesel,Manual,6,0,72229.40905141862
BMW,2017,2734,,19.1,Petrol,Automatic,5,3,66935.00809383941
Toyota,2006,3148,319.0,8.6,Petrol,Automatic,7,3,66681.29945174031
BMW,2004,1174,282.0,14.7,Petrol,Automatic,6,0,66508.11759898442
Maruti,2024,3085,173.0,18.6,CNG,Manual,7,2,63227.80940730281
Honda,2006,2048,262.0,20.9,Petrol,Automatic,4,1,70900.23483076606
Honda,2006,2269,68.0,22.7,CNG,Manual,4,1,39821.222327582334
Hyundai,2000,2648,134.0,21.2,Petrol,Automatic,6,1,38774.37297873296
BMW,2015,3743,181.0,22.0,CNG,Manual,4,1,68027.75395709786
Hyundai,2001,2025,160.0,,CNG,Automatic,6,3,69219.87019889499
Toyota,2020,3793,109.0,18.9,Petrol,Manual,7,0,66383.48068252552
Kia,2010,2507,148.0,23.4,CNG,Manual,7,1,58426.46375429207
Ford,2001,2506,204.0,12.3,CNG,Manual,7,0,60718.4793878003
BMW,2016,2052,261.0,15.7,Diesel,Automatic,4,1,62217.09010377995
Maruti,2017,1874,79.0,9.1,Petrol,Automatic,5,0,65819.71221131159
Ford,2009,3751,341.0,,Diesel,Manual,7,3,66059.78088911819
Audi,2004,3220,182.0,23.8,CNG,Manual,6,1,52945.18273026273
Kia,2024,2036,194.0,19.8,Diesel,Automatic,7,2,74690.75358726815
