Property_ID,Area,Bedrooms,Bathrooms,Square_Feet,Parking,Furnishing_Status,Year_Built,Distance_to_CityCenter,Crime_Rate,Locality_Rating,House_Price
1105,Hilltop,,1,1448,No,Unfurnished,,18.82,26.63,,145758
1106,Downtown,2.0,2,2171,No,Semi-Furnished,,27.75,90.49,,257981
1107,City Outskirts,3.0,1,2081,Yes,Unfurnished,,7.33,45.41,,212271
1108,Suburb,4.0,3,1995,No,Unfurnished,,22.87,45.55,,198669
1109,Suburb,3.0,2,1941,No,Unfurnished,1985.0,12.05,47.96,,286626
1110,Downtown,2.0,3,1988,Yes,Unfurnished,,24.94,51.69,,172965
1111,Industrial Zone,4.0,4,1935,No,Unfurnished,,4.83,56.29,6.0,281330
1112,City Outskirts,2.0,2,1774,No,Furnished,,14.47,35.98,,251123
1113,City Outskirts,2.0,2,2555,No,Semi-Furnished,,0.5,72.75,,142452
1114,City Outskirts,3.0,2,1143,Yes,Semi-Furnished,1999.0,10.39,40.16,,282437
1115,Hilltop,3.0,2,2310,Yes,Furnished,,11.66,24.36,,126479
1116,Downtown,3.0,2,2211,Yes,Furnished,,18.05,29.34,,156076
1117,Hilltop,1.0,3,2149,No,Unfurnished,,4.01,49.81,,123599
1118,City Outskirts,4.0,0,2358,Yes,Semi-Furnished,,26.6,63.85,,321458
1119,Riverside,2.0,4,1753,Yes,Semi-Furnished,,27.81,62.01,,110278
1120,City Outskirts,2.0,4,865,Yes,Furnished,,16.08,69.2,,122800
1121,Riverside,4.0,4,1763,No,Semi-Furnished,,5.75,31.12,,271255
1122,Suburb,,2,1304,Yes,Semi-Furnished,,5.06,69.74,,181390
1123,Riverside,4.0,3,1434,Yes,Unfurnished,,15.68,57.47,,254906
1124,Suburb,4.0,4,1178,Yes,Unfurnished,2019.0,9.45,45.2,,388167
1125,Downtown,3.0,2,1561,Yes,Unfurnished,,23.94,38.8,,172604
1126,Industrial Zone,3.0,5,1501,No,Semi-Furnished,,12.62,36.14,,220887
1127,Industrial Zone,1.0,2,611,Yes,Semi-Furnished,2022.0,18.16,58.0,,110736
1128,Hilltop,3.0,3,2150,Yes,Unfurnished,,14.59,51.04,,221959
1129,Hilltop,3.0,3,2910,Yes,Unfurnished,,11.23,22.74,,196785
1130,Suburb,2.0,5,2103,No,Semi-Furnished,,9.68,45.49,,129682
1131,Suburb,4.0,2,1698,No,Semi-Furnished,,6.96,43.61,,250438
1132,City Outskirts,3.0,3,1772,Yes,Furnished,,12.36,67.73,,239467
1133,Uptown,1.0,2,1589,No,Unfurnished,,15.48,55.22,,80115
1134,Suburb,2.0,2,1845,Yes,Unfurnished,,16.6,43.65,,234049
1135,Riverside,3.0,3,1781,No,Unfurnished,,15.22,38.13,,218396
1136,Downtown,1.0,2,1379,No,Semi-Furnished,,13.62,54.03,,135889
1137,Hilltop,4.0,3,2641,Yes,Semi-Furnished,2006.0,1.87,40.47,,228253
1138,Riverside,3.0,2,1056,No,Furnished,,23.14,28.19,,147193
1139,Hilltop,3.0,2,2159,No,Furnished,,4.26,55.28,,143954
1140,Downtown,3.0,3,1749,Yes,Unfurnished,,18.54,48.84,,236299
1141,Riverside,4.0,2,2750,Yes,Furnished,,23.65,47.23,,262211
1142,Hilltop,2.0,1,1970,No,Semi-Furnished,,23.38,51.05,,81638
1143,Suburb,3.0,5,1620,No,Furnished,,20.6,58.21,,223046
1144,Uptown,3.0,2,1676,No,Furnished,,15.52,30.34,,190811
1145,Suburb,2.0,3,1819,No,Semi-Furnished,,8.68,37.61,,148826
1146,Industrial Zone,4.0,2,1228,Yes,Unfurnished,,5.21,72.14,,183346
1147,Hilltop,4.0,2,1416,No,Unfurnished,,15.25,66.71,,148419
1148,City Outskirts,3.0,2,907,Yes,Furnished,,10.24,80.55,,175717
1149,Riverside,4.0,2,1338,Yes,Semi-Furnished,,11.41,61.89,,196650
1150,Uptown,4.0,2,1846,Yes,Semi-Furnished,1984.0,19.84,60.57,,228238
1151,Riverside,4.0,2,1950,No,Furnished,,13.74,48.7,,278605
1152,City Outskirts,4.0,2,810,No,Unfurnished,,9.74,27.55,,200191
1153,City Outskirts,3.0,1,1731,Yes,Unfurnished,,35.91,60.21,,137879
1154,City Outskirts,3.0,2,2081,Yes,Unfurnished,,12.64,48.78,,234762
1155,Hilltop,3.0,1,1718,Yes,Semi-Furnished,,20.46,24.57,,153202
1156,Suburb,4.0,1,1483,Yes,Semi-Furnished,,19.86,58.71,,237581
1157,Hilltop,2.0,4,1593,Yes,Semi-Furnished,,12.08,66.82,,198184
1158,Suburb,4.0,3,1529,No,Unfurnished,,10.17,37.94,,260623
1159,Uptown,4.0,3,1481,No,Furnished,,3.57,44.4,,280820
1160,City Outskirts,1.0,2,1886,No,Semi-Furnished,,16.71,55.52,,8254
1161,Industrial Zone,4.0,4,2953,No,Semi-Furnished,,15.25,36.65,,249264
1162,Suburb,2.0,3,1428,Yes,Furnished,1990.0,6.51,47.8,,208691
1163,Downtown,2.0,3,1640,Yes,Unfurnished,,23.88,53.43,,190716
1164,Industrial Zone,4.0,2,1774,No,Semi-Furnished,,19.37,62.04,,256125
1165,Downtown,2.0,5,1456,Yes,Unfurnished,,15.14,49.85,,183949
1166,Suburb,4.0,3,2349,Yes,Semi-Furnished,,12.42,57.91,,297328
1167,Industrial Zone,4.0,4,614,Yes,Semi-Furnished,,13.5,46.91,,307772
1168,Industrial Zone,3.0,1,1534,No,Furnished,,6.73,52.17,,159735
1169,Uptown,1.0,2,2209,No,Furnished,2017.0,10.76,55.36,,166688
1170,Riverside,2.0,2,1652,No,Furnished,,20.06,12.96,,196519
1171,Hilltop,3.0,2,1389,No,Furnished,,13.87,39.88,,116171
1172,City Outskirts,,4,2020,No,Unfurnished,,29.99,67.0,,241812
1173,Suburb,3.0,1,2253,No,Unfurnished,2006.0,10.8,19.62,,200186
1174,Uptown,2.0,1,1905,Yes,Unfurnished,,14.4,55.92,,-1566
1175,Industrial Zone,3.0,2,1399,No,Furnished,,18.37,70.79,,178942
1176,Hilltop,3.0,1,2028,Yes,Semi-Furnished,,19.35,67.06,,157235
1177,Riverside,4.0,2,1598,No,Unfurnished,,13.24,62.49,,233763
1178,Uptown,2.0,3,2172,No,Furnished,,10.07,75.96,,220171
1179,Riverside,4.0,2,2541,Yes,Furnished,,12.93,68.32,,255547
1180,Downtown,3.0,1,497,No,Furnished,,18.02,44.24,,210233
1181,Hilltop,,2,1855,Yes,Unfurnished,,13.15,60.77,,199357
1182,Hilltop,2.0,2,932,No,Semi-Furnished,,32.03,29.24,,256875
1183,Riverside,3.0,1,3020,Yes,Unfurnished,,12.99,64.62,,246246
1184,Downtown,5.0,3,1565,No,Furnished,,16.74,48.95,,273872
1185,City Outskirts,2.0,3,2173,Yes,Furnished,,15.29,66.17,,106407
1186,Suburb,5.0,3,1782,No,Furnished,2014.0,13.52,54.12,,263101
1187,Industrial Zone,3.0,3,1398,Yes,Unfurnished,,21.14,64.96,,161157
1188,Downtown,1.0,1,1338,No,Semi-Furnished,2020.0,7.92,52.15,,46849
1189,Uptown,2.0,5,2592,No,Unfurnished,,31.57,46.22,,243413
1190,Riverside,4.0,3,2277,No,Furnished,,10.25,54.63,,208333
1191,Hilltop,1.0,4,2771,No,Furnished,,18.33,27.03,,150645
1192,Uptown,3.0,1,1827,No,Furnished,2013.0,16.48,48.45,,191705
1193,Hilltop,2.0,4,1943,No,Unfurnished,,14.86,43.32,,117153
1194,Downtown,3.0,3,1666,Yes,Unfurnished,,24.25,29.33,,229362
1195,Hilltop,1.0,3,1656,Yes,Unfurnished,,28.62,39.53,,197030
1196,Industrial Zone,4.0,1,1279,Yes,Furnished,,9.54,30.54,,400797
1197,Hilltop,,3,1842,Yes,Unfurnished,,9.68,26.87,,216258
1198,Industrial Zone,,5,1405,Yes,Semi-Furnished,,18.8,41.38,,152369
1199,Hilltop,4.0,3,2020,Yes,Semi-Furnished,,14.66,57.57,,292949
1200,Hilltop,2.0,2,1885,No,Semi-Furnished,,11.51,27.55,,135621
1201,Industrial Zone,4.0,4,1943,No,Unfurnished,,13.02,49.3,,212195
1202,Industrial Zone,1.0,2,2637,No,Furnished,,11.51,52.97,,122396
1203,Uptown,1.0,2,1781,Yes,Furnished,,7.16,48.31,,112158
1204,Riverside,2.0,2,2178,No,Furnished,2007.0,16.91,62.57,,116085
1205,Suburb,3.0,4,2825,Yes,Furnished,,15.37,96.65,,156792
1206,Uptown,4.0,1,2453,Yes,Furnished,,11.83,74.77,,343125
1207,City Outskirts,3.0,2,2376,Yes,Unfurnished,1982.0,1.68,40.4,,179881
1208,Riverside,3.0,3,1646,No,Semi-Furnished,2012.0,12.68,35.51,,198773
1209,Riverside,2.0,3,1914,No,Unfurnished,,28.72,43.03,,151074
1210,Industrial Zone,,2,1140,Yes,Furnished,,12.67,57.77,,273592
1211,City Outskirts,3.0,4,2049,No,Unfurnished,,12.89,50.63,,51245
1212,Industrial Zone,3.0,4,1937,No,Unfurnished,1996.0,11.62,50.74,,215146
1213,Industrial Zone,2.0,1,1811,Yes,Unfurnished,,19.34,51.48,,156281
1214,Downtown,4.0,2,2313,No,Furnished,,22.52,51.16,,328897
1215,City Outskirts,3.0,1,1196,No,Furnished,,10.41,53.96,,231762
1216,Downtown,2.0,2,2617,Yes,Furnished,2013.0,4.47,64.07,,58351
1217,Suburb,1.0,2,2250,Yes,Unfurnished,,12.61,55.24,,206513
1218,Downtown,3.0,4,1764,No,Unfurnished,,11.33,33.57,,211026
1219,Industrial Zone,3.0,3,1725,No,Semi-Furnished,,13.54,63.89,,90818
1220,Suburb,2.0,1,2040,No,Semi-Furnished,,23.36,66.37,,104308
1221,Suburb,,1,2560,Yes,Furnished,,7.84,47.79,,186112
1222,Hilltop,2.0,2,1850,Yes,Semi-Furnished,,17.95,54.63,,72616
1223,Hilltop,3.0,2,1872,Yes,Furnished,,18.0,43.0,,111737
1224,City Outskirts,5.0,2,1809,No,Furnished,,18.53,38.36,,318369
1225,Industrial Zone,3.0,4,2691,No,Unfurnished,,19.87,40.19,,153202
1226,Suburb,3.0,4,1615,Yes,Semi-Furnished,,1.78,41.21,,140592
1227,Industrial Zone,3.0,2,1785,Yes,Furnished,,19.23,71.64,,305750
1228,Downtown,2.0,4,2531,Yes,Furnished,,14.93,48.89,,151720
1229,Uptown,,2,1873,No,Semi-Furnished,,10.17,37.74,,159273
1230,Hilltop,3.0,3,2368,No,Semi-Furnished,,26.57,46.38,,134493
1231,Riverside,4.0,2,1344,No,Semi-Furnished,,21.25,59.97,,299514
1232,Riverside,2.0,1,1697,No,Semi-Furnished,,9.33,71.8,,155785
1233,Downtown,2.0,4,2542,Yes,Semi-Furnished,,11.67,58.13,,180465
1234,Hilltop,1.0,2,1461,No,Semi-Furnished,,22.56,49.63,,134485
1235,Uptown,3.0,3,1724,No,Semi-Furnished,1984.0,14.79,75.9,,228912
1236,Industrial Zone,3.0,2,1928,Yes,Furnished,,5.92,46.71,,262853
1237,Suburb,4.0,1,1305,Yes,Unfurnished,,27.3,45.77,,218976
1238,Hilltop,3.0,1,1593,Yes,Furnished,2016.0,13.28,32.7,,129436
1239,Downtown,,2,1856,No,Furnished,,15.21,40.82,,261341
1240,Industrial Zone,2.0,3,1823,Yes,Unfurnished,,18.21,32.61,,200437
1241,Suburb,4.0,2,2440,No,Unfurnished,,9.15,30.43,1.0,263137
1242,Hilltop,4.0,3,2570,Yes,Unfurnished,,24.08,48.78,,235044
1243,City Outskirts,4.0,3,1371,No,Semi-Furnished,,8.5,42.61,,357587
1244,Uptown,4.0,3,1855,No,Semi-Furnished,,16.68,68.07,,223464
1245,Riverside,4.0,2,2137,Yes,Semi-Furnished,,11.31,54.57,,285197
1246,Downtown,3.0,4,2558,Yes,Furnished,,22.46,60.39,,199846
1247,Riverside,2.0,2,2159,No,Unfurnished,2021.0,18.97,57.11,,123363
1248,Industrial Zone,1.0,2,1945,Yes,Unfurnished,,13.75,33.8,,55235
1249,Suburb,5.0,1,2133,No,Furnished,,4.14,46.95,,172433
1250,Suburb,3.0,2,2136,Yes,Semi-Furnished,,17.64,56.33,,265922
1251,City Outskirts,4.0,1,1336,No,Unfurnished,,16.02,23.86,,261794
1252,Suburb,3.0,3,1896,No,Furnished,,4.19,23.51,,147966
1253,Suburb,2.0,2,2529,Yes,Semi-Furnished,,16.43,52.81,,261187
1254,Industrial Zone,2.0,2,1696,No,Furnished,,19.61,46.33,,165198
1255,Riverside,3.0,3,1864,No,Semi-Furnished,,15.45,-2.24,,207898
1256,Riverside,3.0,2,1678,No,Furnished,,11.52,23.07,,218078
1257,Downtown,2.0,2,643,No,Semi-Furnished,,24.61,35.32,,139917
1258,Downtown,3.0,1,1810,Yes,Furnished,,27.78,57.52,,173037
1259,Suburb,1.0,3,1950,No,Furnished,,7.21,42.55,,60753
1260,Hilltop,3.0,1,1543,No,Furnished,,22.21,67.24,,180277
1261,Uptown,2.0,2,1222,Yes,Furnished,1986.0,18.0,39.14,,166572
1262,Downtown,4.0,2,1359,Yes,Unfurnished,,10.73,41.66,,240836
1263,Suburb,2.0,3,2182,No,Unfurnished,,13.52,84.7,,215431
1264,Hilltop,3.0,3,2786,No,Unfurnished,,13.83,62.72,,170722
1265,Hilltop,1.0,3,2491,No,Unfurnished,,22.35,65.83,,86801
1266,Riverside,1.0,1,1127,Yes,Furnished,,11.89,38.87,,51975
1267,Hilltop,3.0,2,2227,No,Unfurnished,,2.18,46.4,,24232
1268,City Outskirts,3.0,2,1468,No,Unfurnished,,13.51,50.43,,173991
1269,Riverside,3.0,1,1508,Yes,Furnished,,21.56,46.57,,184519
1270,Riverside,2.0,2,1569,No,Unfurnished,,23.31,52.5,,173534
1271,City Outskirts,3.0,2,2153,Yes,Unfurnished,,12.12,52.35,,240276
1272,Industrial Zone,4.0,2,2279,No,Semi-Furnished,,18.33,47.17,,161189
1273,Industrial Zone,4.0,3,1750,Yes,Unfurnished,,23.44,46.18,,238529
1274,Riverside,1.0,2,1759,No,Semi-Furnished,,19.57,70.8,,23395
1275,Downtown,3.0,3,2032,No,Unfurnished,,29.46,37.02,,181480
1276,Riverside,2.0,2,2083,Yes,Furnished,,24.75,43.12,,119980
1277,City Outskirts,2.0,2,2388,Yes,Unfurnished,,11.98,28.45,,97996
1278,Suburb,,2,1157,No,Furnished,,14.3,36.22,,188810
1279,Suburb,2.0,1,1810,Yes,Unfurnished,,26.88,42.85,,178356
1280,Suburb,3.0,1,1265,Yes,Unfurnished,1992.0,6.8,51.63,,207209
1281,Industrial Zone,3.0,2,1774,Yes,Furnished,,14.52,62.56,,233572
1282,City Outskirts,4.0,4,1686,No,Furnished,,28.32,62.85,,298043
1283,City Outskirts,3.0,3,1776,No,Furnished,1989.0,29.22,70.29,,207993
1284,Downtown,1.0,1,1400,Yes,Furnished,,17.06,35.09,,57084
1285,City Outskirts,2.0,3,1056,Yes,Semi-Furnished,,3.33,37.18,,57869
1286,Hilltop,3.0,3,752,Yes,Semi-Furnished,,12.5,33.62,,197468
1287,Suburb,1.0,3,1734,No,Furnished,,20.06,76.73,,109483
1288,City Outskirts,3.0,3,1584,Yes,Semi-Furnished,,9.45,58.37,,131075
1289,Uptown,1.0,2,1462,Yes,Unfurnished,2016.0,31.42,63.24,,128522
1290,Industrial Zone,1.0,2,2461,No,Unfurnished,,13.35,32.69,,60607
1291,Riverside,3.0,2,1370,Yes,Unfurnished,,24.31,49.89,,174914
1292,Downtown,2.0,2,2508,No,Semi-Furnished,1984.0,14.16,58.37,,246836
1293,Suburb,3.0,2,2611,No,Semi-Furnished,,17.18,28.63,,204448
1294,Hilltop,3.0,2,824,Yes,Unfurnished,2006.0,14.99,42.58,,138346
1295,Hilltop,4.0,4,1846,No,Furnished,,11.06,56.53,,116072
1296,Suburb,2.0,4,1600,No,Unfurnished,,12.19,17.43,,179402
1297,Hilltop,2.0,4,344,No,Semi-Furnished,2014.0,19.9,72.26,,161650
1298,Uptown,2.0,3,1077,No,Unfurnished,,13.52,60.01,,184680
1299,Downtown,3.0,4,2187,Yes,Unfurnished,,11.92,32.84,,193416
1300,Industrial Zone,4.0,1,2809,No,Semi-Furnished,,19.3,49.28,,231158
1301,Riverside,1.0,2,2251,Yes,Semi-Furnished,,25.71,57.14,,69188
1302,Downtown,5.0,2,1961,No,Semi-Furnished,,27.0,51.96,,285498
1303,Downtown,1.0,3,1789,No,Semi-Furnished,,8.04,49.12,,149538
1304,Industrial Zone,3.0,2,2641,Yes,Unfurnished,,9.56,48.28,,43713
1305,Suburb,4.0,3,2874,No,Semi-Furnished,,24.08,61.63,,251822
1306,City Outskirts,4.0,1,1506,Yes,Furnished,,11.54,62.24,,277659
1307,Riverside,4.0,2,800,No,Semi-Furnished,,13.34,60.49,,263723
1308,Downtown,4.0,3,750,No,Semi-Furnished,,5.56,60.59,,304455
1309,Uptown,2.0,1,2460,Yes,Unfurnished,,20.02,57.23,,162520
1310,Industrial Zone,4.0,2,1776,No,Furnished,,14.79,58.88,,235497
1311,Suburb,1.0,2,1891,No,Furnished,,22.43,75.21,,74530
1312,City Outskirts,4.0,2,904,Yes,Furnished,,20.63,48.31,,228753
1313,City Outskirts,3.0,3,1423,No,Semi-Furnished,,22.37,24.53,,258747
1314,Suburb,4.0,2,1652,No,Unfurnished,,22.45,68.63,,233588
1315,Downtown,3.0,2,1903,No,Unfurnished,,12.29,56.79,,182487
1316,Industrial Zone,3.0,1,1600,No,Semi-Furnished,,14.91,57.93,,193885
1317,Hilltop,3.0,3,1281,No,Furnished,,16.43,36.97,,228919
1318,Suburb,4.0,2,1407,Yes,Furnished,1991.0,15.75,25.08,,332395
1319,Hilltop,1.0,3,2404,Yes,Unfurnished,,19.81,54.25,,167347
1320,City Outskirts,1.0,3,1922,No,Semi-Furnished,,11.77,46.1,,125910
1321,City Outskirts,2.0,2,2106,No,Furnished,,17.21,49.72,,142879
1322,Uptown,2.0,4,1350,No,Semi-Furnished,,10.96,42.13,,25069
1323,Uptown,4.0,3,323,Yes,Unfurnished,,16.78,50.83,,207835
1324,City Outskirts,2.0,2,1538,No,Semi-Furnished,,17.57,39.9,,113211
1325,Uptown,,1,1366,No,Semi-Furnished,,6.75,72.48,,191642
1326,Uptown,2.0,4,1974,No,Semi-Furnished,,17.48,47.08,,122883
1327,Uptown,2.0,3,3442,No,Semi-Furnished,,24.56,62.91,,199945
1328,City Outskirts,4.0,2,2147,Yes,Furnished,1989.0,22.46,57.12,,210710
1329,Downtown,3.0,2,3167,No,Unfurnished,,6.74,69.47,,174262
1330,Downtown,3.0,3,2084,No,Furnished,,6.15,52.68,,188557
1331,Industrial Zone,3.0,3,1485,No,Furnished,,18.68,63.81,,173886
1332,Riverside,4.0,3,1973,No,Furnished,2016.0,16.06,60.83,,143550
1333,Uptown,2.0,2,2690,No,Furnished,,13.94,73.26,,224100
1334,Downtown,,3,2714,No,Unfurnished,,-2.43,60.66,,247500
1335,Riverside,,2,1512,No,Unfurnished,,7.81,38.36,7.0,211174
1336,Suburb,3.0,2,1926,Yes,Furnished,,24.04,47.24,,43204
1337,Uptown,2.0,3,1085,No,Semi-Furnished,2003.0,17.95,31.75,,162330
1338,Downtown,3.0,5,2212,Yes,Semi-Furnished,,28.91,45.34,,206106
1339,Downtown,1.0,2,2576,Yes,Semi-Furnished,,21.07,29.32,,99290
1340,Hilltop,1.0,2,1819,No,Semi-Furnished,,17.31,61.3,,98069
1341,Downtown,2.0,3,1466,No,Semi-Furnished,,4.02,23.04,,253425
1342,Hilltop,3.0,2,1980,No,Unfurnished,,17.35,34.0,,173607
1343,Riverside,4.0,3,2008,Yes,Semi-Furnished,,14.37,54.8,,232637
1344,Hilltop,4.0,3,1840,Yes,Unfurnished,,7.12,62.05,,221200
1345,Suburb,4.0,1,1889,Yes,Semi-Furnished,,24.08,19.85,,276581
1346,Industrial Zone,3.0,10,1713,No,Semi-Furnished,,15.43,55.61,,229191
1347,Uptown,2.0,3,2297,No,Furnished,1999.0,17.91,59.67,,178464
1348,Downtown,3.0,4,2168,Yes,Furnished,,9.21,24.77,,175657
1349,Industrial Zone,,3,1308,Yes,Furnished,,17.53,23.12,,187798
1350,City Outskirts,1.0,4,1294,No,Unfurnished,,13.87,50.17,,81840
1351,Uptown,4.0,1,1672,Yes,Unfurnished,,30.98,57.03,,250833
1352,City Outskirts,3.0,2,2168,Yes,Furnished,,11.14,43.01,,189428
1353,Industrial Zone,3.0,4,1874,Yes,Furnished,,10.12,53.11,,161341
1354,Riverside,4.0,2,1478,Yes,Semi-Furnished,,16.79,50.1,,245015
1355,Downtown,3.0,1,1930,Yes,Unfurnished,,13.41,79.99,,183630
1356,Uptown,4.0,3,1634,Yes,Semi-Furnished,,16.67,16.4,,301324
1357,Uptown,5.0,3,2240,Yes,Semi-Furnished,,26.5,42.95,,359617
1358,Downtown,3.0,1,1966,No,Furnished,,8.17,44.15,,250994
1359,Industrial Zone,2.0,4,1642,Yes,Semi-Furnished,1982.0,15.79,24.31,,141050
1360,Suburb,3.0,3,1915,No,Semi-Furnished,,10.62,55.36,,219905
1361,Riverside,5.0,2,2457,No,Furnished,,10.34,41.56,,347010
1362,Downtown,2.0,3,1515,Yes,Furnished,1988.0,14.04,36.6,,146280
1363,Hilltop,3.0,2,2001,No,Semi-Furnished,1991.0,15.07,31.22,,220189
1364,Uptown,3.0,1,1764,Yes,Semi-Furnished,,27.46,51.47,,170082
1365,Suburb,4.0,2,2013,No,Semi-Furnished,,11.34,57.28,,129381
1366,Uptown,2.0,2,1472,No,Unfurnished,,13.27,47.34,,166301
1367,City Outskirts,4.0,2,1855,Yes,Semi-Furnished,,1.97,63.66,,284611
1368,Uptown,5.0,3,2353,No,Furnished,1992.0,18.19,55.61,,261527
1369,Riverside,2.0,3,1331,Yes,Semi-Furnished,,15.85,77.16,,69694
1370,Downtown,2.0,2,1135,No,Unfurnished,,19.16,33.63,,251084
1371,Uptown,,3,1154,Yes,Semi-Furnished,,16.69,28.72,,189626
1372,Hilltop,2.0,1,1214,Yes,Unfurnished,,2.32,59.06,,162691
1373,City Outskirts,4.0,1,2097,No,Unfurnished,,27.15,45.91,,287845
1374,City Outskirts,3.0,4,1097,Yes,Furnished,,17.12,29.92,,348911
1375,Downtown,2.0,1,1651,Yes,Semi-Furnished,,17.6,35.16,,165160
1376,City Outskirts,4.0,2,2109,No,Unfurnished,,27.32,61.2,,266897
1377,Industrial Zone,3.0,3,2008,Yes,Semi-Furnished,,11.58,64.2,,210281
1378,Downtown,3.0,2,1607,No,Unfurnished,,5.31,61.56,,265334
1379,Riverside,3.0,4,1895,No,Furnished,1995.0,7.38,51.49,,213023
1380,Downtown,3.0,2,1853,No,Furnished,,14.77,46.56,,242279
1381,Suburb,2.0,1,1687,Yes,Semi-Furnished,,14.2,47.26,,153849
1382,City Outskirts,3.0,2,1694,No,Semi-Furnished,,26.38,53.84,,216836
1383,City Outskirts,,2,2917,Yes,Semi-Furnished,,17.73,52.56,,152804
1384,Hilltop,2.0,2,2204,No,Semi-Furnished,,4.82,35.28,,167723
1385,Uptown,3.0,2,3040,No,Semi-Furnished,,10.23,65.23,,188218
1386,Suburb,2.0,4,1551,No,Unfurnished,2022.0,10.83,50.69,,122855
1387,Industrial Zone,4.0,4,1757,Yes,Semi-Furnished,,13.14,16.81,,297085
1388,Uptown,2.0,2,1133,No,Unfurnished,,10.1,31.22,,124392
1389,Downtown,,2,1395,Yes,Unfurnished,,6.48,43.77,,200193
1390,Riverside,3.0,2,2750,Yes,Unfurnished,,16.04,53.15,,197276
1391,Hilltop,2.0,4,1538,Yes,Semi-Furnished,,11.79,50.12,,101283
1392,City Outskirts,1.0,10,2759,Yes,Furnished,,6.17,39.56,8.0,121934
1393,Industrial Zone,2.0,2,1178,Yes,Furnished,,26.23,68.51,,199341
1394,Industrial Zone,3.0,3,1273,No,Semi-Furnished,,14.55,61.25,10.0,158714
1395,Riverside,2.0,2,1629,Yes,Semi-Furnished,,28.93,49.48,,163984
1396,Downtown,4.0,1,1768,No,Semi-Furnished,,22.89,26.54,7.0,169682
1397,Downtown,3.0,1,2261,No,Unfurnished,,11.77,45.41,2.0,253806
1398,Suburb,2.0,2,2025,Yes,Furnished,,27.92,44.34,,163078
1399,Uptown,3.0,2,1591,No,Furnished,,22.74,24.78,,145543
1400,City Outskirts,4.0,1,1733,No,Furnished,,10.96,57.82,,293456
1401,Industrial Zone,2.0,3,1640,Yes,Furnished,,12.8,52.82,,138492
1402,City Outskirts,2.0,2,1342,Yes,Unfurnished,,17.09,35.46,,107402
1403,Industrial Zone,1.0,2,1356,No,Semi-Furnished,,13.49,53.72,,139857
1404,Riverside,4.0,2,2313,Yes,Unfurnished,2019.0,22.22,64.66,,342255
1405,Suburb,3.0,1,885,Yes,Semi-Furnished,,17.75,57.66,,223097
1406,Hilltop,3.0,2,2608,No,Semi-Furnished,,22.34,41.22,,197139
1407,Downtown,4.0,2,1628,Yes,Furnished,1992.0,19.44,85.95,,256970
1408,Suburb,4.0,2,1413,Yes,Furnished,,10.24,56.54,,228520
1409,City Outskirts,3.0,1,2169,Yes,Semi-Furnished,,3.7,40.62,,189278
1410,Hilltop,4.0,2,2542,Yes,Semi-Furnished,,9.89,74.44,,262417
1411,Uptown,2.0,1,2358,Yes,Furnished,2018.0,29.79,23.04,,109226
1412,Riverside,2.0,3,2050,Yes,Furnished,,21.86,32.5,,182607
1413,Downtown,2.0,3,2343,No,Furnished,,15.83,42.6,,96714
1414,Downtown,1.0,1,941,Yes,Furnished,,24.73,64.61,,14975
1415,Downtown,3.0,2,1539,No,Furnished,,15.23,40.07,,201265
1416,Uptown,5.0,1,1344,No,Unfurnished,,15.8,48.1,,259340
1417,City Outskirts,1.0,2,2412,No,Unfurnished,,17.69,36.2,,46266
1418,City Outskirts,2.0,2,1608,No,Unfurnished,,12.12,60.52,,167179
1419,Suburb,3.0,2,2222,Yes,Furnished,,8.78,57.14,,169070
1420,Hilltop,5.0,2,2067,No,Semi-Furnished,,18.06,28.22,,321706
1421,Industrial Zone,2.0,4,1368,Yes,Semi-Furnished,,15.15,49.3,,133791
1422,Suburb,3.0,2,1506,No,Furnished,,13.34,53.79,,158727
1423,City Outskirts,1.0,2,2446,No,Unfurnished,,18.75,47.17,,35460
1424,Downtown,2.0,2,1412,Yes,Semi-Furnished,,12.36,48.94,,169705
1425,Uptown,,4,1862,Yes,Furnished,,20.52,39.65,,255620
1426,City Outskirts,,3,1408,No,Unfurnished,,6.56,62.46,,210689
1427,Uptown,1.0,2,1643,Yes,Unfurnished,1982.0,6.07,38.54,,60963
1428,Riverside,,3,1776,No,Unfurnished,,5.76,64.15,,276722
1429,Downtown,3.0,2,1408,Yes,Unfurnished,,15.08,49.97,,243063
1430,Riverside,4.0,3,1319,Yes,Unfurnished,,5.59,42.55,,153156
1431,City Outskirts,3.0,3,1943,No,Unfurnished,1995.0,27.19,49.09,,154526
1432,Suburb,3.0,1,1377,Yes,Unfurnished,,26.93,51.28,,237020
1433,City Outskirts,3.0,3,1394,No,Unfurnished,,17.77,44.81,,162555
1434,Riverside,3.0,2,1330,Yes,Unfurnished,,21.49,44.31,,149317
1435,Uptown,2.0,2,1761,No,Unfurnished,,9.04,34.97,,169800
1436,Hilltop,1.0,2,2271,No,Furnished,2000.0,23.11,71.57,,80545
1437,Hilltop,2.0,3,2553,No,Semi-Furnished,2000.0,12.86,37.85,,71596
1438,City Outskirts,4.0,2,1437,Yes,Furnished,,14.65,31.74,,326215
1439,Industrial Zone,2.0,1,2875,No,Semi-Furnished,,13.64,56.49,,153918
1440,Suburb,3.0,3,1297,No,Furnished,,10.01,21.69,,165028
1441,Riverside,,1,2341,Yes,Semi-Furnished,,19.08,50.4,,211369
